,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,timestamp
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:01:59.587221
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:01:59.587221
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:03:06.922127
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:03:06.922127
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:07:01.732120
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:07:01.732120
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:12:04.418042
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:12:04.418042
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:17:06.777976
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:17:06.777976
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:22:12.073310
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:22:12.073310
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:27:17.400113
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:27:17.400113
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:32:26.092712
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:32:26.092712
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:37:33.960186
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:37:33.960186
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:42:39.211419
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:42:39.211419
0,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': '214c0db9-2c83-425a-a856-5494af40a62e', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 12:47:44.480904
1,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 12:47:44.480904
0,550668,Vadilal Sarabhai General Hos,Ellisbridge Ahmedabad,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:00:00,Free,"[{'session_id': '75eab0b2-507f-4188-aebc-ed4e0ef5341e', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']}]",,2021-05-08 19:01:39.855384
1,656868,APOLLO HOSPITALS CITY CENTRE,1 TULSIBAG SOCIETY OPP DR HOUSE NR PARIMAL GARDEN ELLISBRIDGE,Gujarat,Ahmedabad Corporation,West Zone,380006,23,72,09:00:00,17:30:00,Paid,"[{'session_id': 'ae08a378-2521-48b8-8472-806273aea823', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:30PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '850'}]",2021-05-08 19:01:39.855384
